,Id,TotRmsAbvGrd,GrLivArea,1stFlrSF,GarageCars,GarageArea,OverallQual,YearBuilt,SalePrice($)
519,520,9,2080,1276,1,282.0,Gd,1926,234000
520,521,7,1294,694,0,0.0,BA,1900,106250
521,522,6,1244,1244,1,336.0,AA,1957,150000
522,523,7,1664,1004,2,420.0,AA,1947,159000
524,525,8,2398,1383,3,834.0,Gd,1996,315750
525,526,6,1266,1266,2,453.0,Gd,2005,176000
526,527,4,928,928,1,252.0,Av,1956,132000
527,528,11,2713,1476,3,858.0,Ex,2008,446261
528,529,5,605,605,0,0.0,BA,1920,86000
529,530,9,2515,2515,2,484.0,AA,1957,200624
530,531,5,1509,1509,2,600.0,AA,1988,175000
531,532,6,1362,751,2,502.0,AA,1920,128000
532,533,5,827,827,1,392.0,Av,1955,107500
533,534,2,334,334,0,0.0,VP,1946,39300
534,535,6,1414,707,2,403.0,VG,2004,178000
535,536,5,1347,820,0,0.0,Av,1910,107500
536,537,8,1724,880,2,527.0,Gd,1998,188000
537,538,5,864,864,2,576.0,BA,1972,111250
538,539,7,1159,1159,1,336.0,Av,1968,158000
539,540,6,1601,1601,2,670.0,VG,2001,272000
540,541,8,1838,1838,3,765.0,Ex,2006,315000
541,542,8,2285,997,3,648.0,VG,2000,248000
542,543,7,1680,1680,2,583.0,Gd,1998,213250
543,544,4,767,767,1,367.0,Gd,1998,133000
544,545,7,1496,664,2,426.0,Gd,2006,179665
545,546,9,2183,1377,3,786.0,Gd,1988,229000
546,547,6,1635,915,2,440.0,AA,1923,210000
547,548,5,768,768,2,624.0,Av,1970,129500
548,549,4,825,825,2,720.0,Av,1955,125000
549,550,8,2094,912,2,615.0,Gd,2003,263000
550,551,4,1069,1069,2,440.0,AA,1977,140000
551,552,5,928,928,1,288.0,Av,1957,112500
552,553,7,1717,1717,3,908.0,VG,2006,255500
553,554,5,1126,1126,2,520.0,BA,1949,108000
554,555,8,2046,1006,3,871.0,Gd,2003,284000
555,556,5,1048,1048,1,280.0,Av,1922,113000
556,557,6,1092,1092,1,299.0,Av,1957,141000
557,558,7,1336,897,1,570.0,BA,1920,108000
558,559,6,1446,729,2,406.0,Gd,1996,175000
559,560,7,1557,1557,2,420.0,Gd,2003,234000
560,561,5,1392,1392,2,528.0,Av,1957,121500
561,562,6,1389,1389,2,418.0,Av,1974,170000
562,563,6,996,996,0,0.0,Av,1940,108000
563,564,8,1674,1163,2,396.0,AA,1918,185000
564,565,9,2295,1166,2,590.0,Gd,1992,268000
565,566,6,1647,841,1,216.0,AA,1915,128000
566,567,11,2504,1134,3,656.0,Ex,2005,325000
567,568,7,1535,1535,2,532.0,Gd,2004,214000
568,569,5,2132,1496,2,612.0,VG,1983,316600
569,570,4,943,943,2,600.0,Av,1979,135960
570,571,10,1728,1728,2,576.0,Av,1965,142600
571,572,4,864,864,1,288.0,AA,1959,120000
572,573,6,1692,846,2,650.0,Gd,2009,224500
573,574,8,1430,774,2,400.0,Gd,2000,170000
574,575,5,1109,576,1,288.0,Av,1971,139000
575,576,6,1216,832,1,336.0,Av,1947,118500
576,577,6,1477,877,1,216.0,Gd,1928,145000
577,578,6,1320,1320,2,564.0,Av,1966,164500
578,579,5,1392,703,2,540.0,Gd,2007,146000
579,580,7,1795,1050,1,352.0,Av,1954,131500
580,581,7,1429,1429,2,572.0,AA,1960,181900
581,582,8,2042,2042,3,1390.0,VG,2008,253293
582,583,5,816,816,0,0.0,AA,1990,118500
583,584,9,2775,1521,2,880.0,VE,1893,325000
584,585,6,1573,989,1,240.0,BA,1935,133000
585,586,7,2028,2028,3,880.0,VG,2005,369900
586,587,5,838,838,1,275.0,AA,1918,130000
587,588,4,860,860,2,528.0,Av,1982,137000
588,589,5,1473,1473,1,452.0,Av,1968,143000
589,590,4,935,779,1,308.0,Av,1930,79500
590,591,6,1582,770,2,520.0,Gd,2004,185900
591,592,10,2296,1728,3,842.0,VE,2008,451950
592,593,4,816,816,2,816.0,Av,1982,138000
593,594,4,848,848,2,420.0,AA,2003,140000
594,595,5,924,924,1,280.0,Av,1975,110000
595,596,7,1826,1826,3,758.0,VG,2005,319000
596,597,7,1368,684,1,216.0,AA,1910,114504
597,598,7,1402,1402,3,648.0,Gd,2006,194201
598,599,7,1647,1647,2,621.0,Av,1977,217500
599,600,6,1556,716,2,452.0,AA,1980,151000
600,601,8,1904,1058,2,736.0,VG,2005,275000
601,602,6,1375,780,1,544.0,AA,1937,141000
602,603,8,1915,927,2,506.0,VG,1992,220000
603,604,4,1200,600,2,480.0,Gd,2004,151000
604,605,6,1494,1494,2,530.0,Gd,2002,221000
605,606,7,1986,1186,2,486.0,Gd,1965,205000
606,607,6,1040,1040,2,576.0,Av,1996,152000
607,608,8,2008,1112,1,230.0,Av,1948,225000
608,609,10,3194,1940,2,380.0,VG,1934,359100
609,610,5,1029,1029,1,261.0,BA,1961,118500
610,611,8,2153,1476,3,736.0,Ex,2000,313000
611,612,6,1032,1032,2,564.0,AA,1978,148000
612,613,7,1872,1299,2,531.0,VG,2001,261500
613,614,6,1120,1120,0,0.0,Av,2007,147000
614,615,3,630,630,0,0.0,BA,1972,75500
615,616,6,1054,1054,2,480.0,AA,1963,137500
616,617,7,1509,807,2,393.0,AA,2002,183200
617,618,4,832,832,2,528.0,AA,1954,105500
618,619,9,1828,1828,3,774.0,Ex,2007,314813
619,620,10,2262,1482,3,749.0,VG,2003,305000
620,621,5,864,864,0,0.0,Fa,1914,67000
621,622,9,2614,1548,2,624.0,AA,1974,240000
622,623,6,980,980,2,484.0,Av,1977,135000
623,624,4,1512,756,2,440.0,AA,2000,168500
624,625,8,1790,1012,2,484.0,AA,1972,165150
625,626,5,1116,1116,2,440.0,AA,1962,160000
626,627,6,1422,1422,1,286.0,Av,1960,139900
627,628,7,1520,1520,1,364.0,AA,1955,153000
628,629,9,2080,1040,2,504.0,Av,1969,135000
629,630,6,1350,1350,2,520.0,AA,1964,168500
630,631,8,1750,1089,1,240.0,Av,1880,124000
631,632,6,1554,1554,2,627.0,VG,2006,209500
632,633,6,1411,1411,2,544.0,Gd,1977,82500
633,634,6,1056,1056,1,260.0,Av,1954,139400
634,635,4,1056,1056,2,576.0,AA,1980,144000
635,636,14,3395,1440,0,0.0,AA,1914,200000
636,637,4,800,800,0,0.0,Po,1936,60000
637,638,7,1387,811,1,256.0,Av,1954,93000
638,639,4,796,796,0,0.0,Av,1910,85000
639,640,7,1567,1567,3,648.0,VG,2006,264561
640,641,6,1518,1518,2,588.0,VG,2003,274000
641,642,7,1929,1057,2,650.0,Gd,2001,226000
642,643,9,2704,2000,2,538.0,VG,1972,345000
643,644,7,1620,780,2,462.0,Av,1969,152000
644,645,7,1766,1766,3,478.0,Ex,2009,370878
645,646,5,981,981,2,576.0,AA,1971,143250
646,647,7,1048,1048,2,420.0,Av,1950,98300
647,648,5,1094,1094,2,495.0,AA,1953,155000
648,649,7,1839,1051,2,442.0,AA,1966,155000
649,650,3,630,630,0,0.0,BA,1970,84500
650,651,7,1665,822,2,562.0,Gd,2007,205950
651,652,7,1510,755,1,296.0,BA,1940,108000
652,653,7,1716,909,2,512.0,Gd,1996,191000
653,654,7,1469,756,1,216.0,AA,1906,135000
654,655,7,2113,2113,3,839.0,VG,1995,350000
655,656,6,1092,525,1,264.0,AA,1971,88000
656,657,5,1053,1053,1,312.0,Av,1959,145500
657,658,6,1502,851,1,270.0,Gd,1931,149000
658,659,6,1458,912,1,330.0,AA,1948,97500
659,660,7,1486,1486,2,480.0,Av,1964,167000
660,661,7,1935,1142,2,550.0,Gd,1976,197900
661,662,8,2448,1686,3,711.0,VG,1994,402000
662,663,5,1392,1392,2,576.0,AA,1968,110000
663,664,6,1181,1181,2,588.0,BA,1972,137500
664,665,8,2097,2097,3,1134.0,VG,2005,423000
665,666,7,1936,1454,2,504.0,VG,2000,230500
666,667,7,2380,1465,2,596.0,AA,1965,129000
667,668,7,1679,1679,2,575.0,AA,1994,193500
668,669,6,1437,1437,2,576.0,Av,1956,168000
669,670,5,1180,1180,1,252.0,BA,1922,137500
670,671,7,1476,738,2,540.0,AA,2005,173500
671,672,6,1369,697,1,300.0,AA,1925,103600
672,673,6,1208,1208,2,546.0,AA,1977,165000
673,674,7,1839,1839,2,416.0,AA,1957,257500
674,675,5,1136,1136,1,384.0,AA,1965,140000
675,676,7,1441,855,2,440.0,AA,1978,148500
676,677,8,1774,1095,3,779.0,BA,1900,87000
677,678,5,792,792,1,240.0,Av,1924,109500
678,679,7,2046,2046,3,834.0,VG,2008,372500
679,680,5,988,988,2,572.0,Av,1961,128500
680,681,5,923,923,1,264.0,AA,1980,143000
681,682,6,1520,848,1,281.0,Av,1932,159434
682,683,6,1291,1291,2,431.0,AA,1996,173000
683,684,7,1668,1668,3,702.0,Ex,2002,285000
684,685,7,1839,1195,2,486.0,Gd,1998,221000
685,686,6,2090,1190,2,577.0,Gd,1984,207500
686,687,7,1761,874,2,578.0,Gd,2007,227875
687,688,4,1102,551,2,480.0,Gd,2004,148800
688,689,7,1419,1419,2,567.0,VG,2007,392000
689,690,6,1362,1362,2,460.0,AA,2005,194700
690,691,3,848,848,2,420.0,AA,2004,141000
691,692,10,4316,2444,3,832.0,VE,1994,755000
692,693,9,2519,1238,2,628.0,Gd,1989,335000
693,694,4,1073,1073,1,326.0,Av,1921,108480
694,695,5,1539,1067,2,576.0,Av,1936,141500
695,696,5,1137,1137,2,551.0,AA,1987,176000
696,697,4,616,616,1,205.0,Av,1921,89000
697,698,6,1148,1148,1,308.0,Av,1952,123500
698,699,5,894,894,1,336.0,Av,1965,138500
699,700,5,1391,1391,2,530.0,Gd,2004,196000
700,701,7,1800,1800,3,765.0,VG,2002,312500
701,702,6,1164,1164,2,528.0,Gd,1969,140000
702,703,10,2576,1264,3,666.0,VG,2006,361919
703,704,8,1812,1032,2,672.0,Av,1900,140000
704,705,7,1484,1484,2,606.0,Gd,2004,213000
705,706,7,1092,372,0,0.0,BA,1930,55000
706,707,5,1824,1824,2,739.0,Gd,1971,302000
707,708,6,1324,1324,2,550.0,VG,2006,254000
708,709,8,1456,728,2,400.0,Gd,2007,179540
709,710,6,904,904,1,408.0,Av,1966,109900
710,711,5,729,729,0,0.0,Fa,1935,52000
711,712,7,1178,859,1,384.0,BA,1900,102776
712,713,5,1228,1228,2,472.0,VG,1988,189000
713,714,6,960,960,2,576.0,BA,1970,129000
714,715,6,1479,725,2,475.0,AA,1976,130500
715,716,7,1350,1350,2,478.0,AA,1974,165000
716,717,8,2554,1576,2,704.0,Gd,1890,159500
717,718,5,1178,1178,2,439.0,Av,1973,157000
718,719,9,2418,1325,3,983.0,Gd,1993,341000
719,720,5,971,971,1,300.0,Av,1969,128500
720,721,5,1742,1742,2,564.0,VG,1985,275000
721,722,3,848,848,2,420.0,AA,2004,143000
722,723,5,864,864,2,463.0,BA,1970,124500
723,724,7,1470,997,1,548.0,BA,1954,135000
724,725,8,1698,1698,3,768.0,Ex,2007,320000
725,726,5,864,864,2,660.0,BA,1970,120500
726,727,5,1680,1680,2,540.0,AA,1988,222000
727,728,6,1232,1232,2,632.0,Gd,2007,194500
728,729,9,1776,1776,3,888.0,Av,1958,110000
729,730,5,1208,848,2,539.0,BA,1925,103000
730,731,5,1616,1616,2,608.0,VG,1995,236500
731,732,6,1146,1146,2,438.0,Gd,2003,187500
732,733,8,2031,1153,2,541.0,Gd,1998,222500
733,734,6,1144,1144,1,264.0,Av,1961,131400
734,735,6,948,948,1,300.0,Av,1968,108000
735,736,6,1768,880,2,320.0,Gd,1914,163000
736,737,6,1040,1040,2,400.0,Fa,1950,93500
737,738,8,1801,901,3,800.0,VG,2005,239900
738,739,5,1200,1200,0,0.0,Av,1987,179000
739,740,7,1728,864,2,572.0,Gd,2004,190000
740,741,7,1432,768,2,360.0,Av,1910,132000
741,742,5,912,912,1,288.0,AA,1961,142000
742,743,6,1349,1349,2,539.0,Gd,2000,179000
743,744,6,1464,1464,2,480.0,Av,1963,175000
744,745,5,1337,1337,2,462.0,VG,1993,180000
745,746,11,2715,1175,2,831.0,VG,1976,299800
746,747,8,2256,980,2,554.0,Gd,2000,236000
747,748,8,2640,1320,4,864.0,Gd,1880,265979
748,749,7,1720,1720,2,527.0,Gd,1996,260400
749,750,9,1529,1088,1,240.0,BA,1945,98000
750,751,7,1140,792,0,0.0,BA,1910,96500
751,752,6,1320,660,2,400.0,Gd,2003,162000
752,753,6,1494,1494,2,576.0,AA,1997,217000
753,754,8,2098,1038,3,878.0,VG,2005,275500
754,755,5,1026,1026,2,440.0,AA,1969,156000
755,756,6,1471,742,2,440.0,AA,1999,172500
756,757,7,1768,866,2,578.0,VG,2007,212000
757,758,6,1386,672,2,440.0,AA,1978,158900
758,759,6,1501,757,2,440.0,Gd,1999,179400
759,760,9,2531,1328,3,752.0,VG,1995,290000
760,761,5,864,864,1,300.0,AA,1959,127500
761,762,5,1301,1301,2,440.0,Av,1924,100000
762,763,7,1547,764,2,614.0,Gd,2009,215200
763,764,8,2365,1268,3,856.0,VG,1999,337000
764,765,6,1494,1494,2,481.0,VG,1995,270000
765,766,6,1506,1506,2,592.0,Ex,2008,264132
766,767,7,1714,980,2,496.0,Gd,1988,196500
767,768,7,1750,983,1,423.0,AA,1940,160000
768,769,8,1836,1836,2,484.0,Gd,2004,216837
769,770,12,3279,1690,3,841.0,VG,2003,538000
770,771,5,858,858,2,576.0,Av,1982,134900
771,772,6,1220,1220,2,396.0,BA,1951,102000
772,773,6,1117,1117,2,672.0,AA,1976,107000
773,774,5,912,912,1,275.0,Av,1958,114500
774,775,9,1973,1973,3,895.0,VG,2006,395000
775,776,5,1204,1204,2,412.0,AA,1998,162000
776,777,7,1614,1614,3,865.0,Gd,2005,221500
777,778,5,894,894,2,440.0,Av,1974,142500
778,779,10,2020,2020,2,630.0,Av,1977,144000
779,780,4,1004,1004,2,504.0,AA,1977,135000
780,781,6,1253,1253,2,402.0,Gd,1995,176000
781,782,7,1603,810,2,484.0,AA,1992,175900
782,783,6,1430,1430,2,605.0,Gd,2001,187100
783,784,4,1110,1110,2,602.0,Av,1978,165500
784,785,9,1484,742,0,0.0,AA,1914,128000
785,786,7,1342,1342,2,457.0,AA,1967,161500
786,787,7,1652,966,1,416.0,Av,1915,139000
787,788,8,2084,956,2,618.0,Gd,2004,233000
788,789,4,901,901,1,281.0,BA,1954,107900
789,790,9,2087,976,2,444.0,AA,1966,187500
790,791,5,1145,1145,2,397.0,Gd,2005,160200
791,792,5,1062,1062,2,539.0,AA,1976,146800
792,793,8,2013,1127,2,455.0,Gd,1996,269790
793,794,7,1496,1496,2,474.0,VG,2007,225000
794,795,7,1895,1086,2,409.0,Gd,1994,194500
795,796,7,1564,888,2,476.0,AA,1980,171000
796,797,7,1285,1285,2,528.0,AA,1977,143500
797,798,4,773,773,1,240.0,Av,1953,110000
798,799,11,3140,1966,3,820.0,Ex,2008,485000
799,800,7,1768,981,1,240.0,Av,1937,175000
800,801,8,1688,616,2,603.0,AA,1997,200000
801,802,5,1196,1196,2,440.0,BA,1916,109900
802,803,7,1456,728,2,410.0,Gd,2005,189000
803,804,12,2822,1734,3,1020.0,Ex,2008,582933
804,805,5,1128,1128,1,286.0,Av,1954,118000
805,806,6,1428,1428,2,554.0,Gd,2008,227680
806,807,6,980,980,1,384.0,Av,1967,135500
807,808,6,1576,1072,2,528.0,Av,1923,223500
808,809,6,1086,1086,2,484.0,Av,1966,159950
809,810,11,2138,1075,2,360.0,Av,1898,106000
810,811,5,1309,1309,2,484.0,AA,1974,181000
811,812,4,848,848,2,420.0,AA,2004,144500
812,813,4,1044,1044,2,504.0,Av,1952,55993
813,814,7,1442,1442,1,301.0,AA,1958,157900
814,815,7,1250,686,1,280.0,Av,1918,116000
815,816,6,1661,1661,2,598.0,Gd,1998,224900
816,817,4,1008,1008,1,275.0,Av,1954,137000
817,818,7,1689,1689,3,857.0,VG,2002,271000
818,819,6,1052,1052,2,440.0,AA,1971,155000
819,820,6,1358,1358,2,484.0,Gd,2009,224000
820,821,6,1640,798,2,595.0,Gd,2003,183000
821,822,4,936,936,2,576.0,BA,1953,93000
822,823,7,1733,847,2,433.0,Gd,2003,225000
823,824,7,1489,944,1,240.0,AA,1940,139500
824,825,7,1489,1489,2,776.0,VG,2006,232600
825,826,7,2084,2084,3,1220.0,VE,2007,385000
826,827,5,784,784,0,0.0,Av,1924,109500
827,828,6,1434,1434,2,527.0,Gd,2001,189000
828,829,7,2126,1160,2,538.0,Av,1967,185000
829,830,4,1223,520,2,480.0,Gd,2005,147400
830,831,6,1392,1392,2,458.0,AA,1957,166000
831,832,4,1200,520,2,480.0,Gd,2005,151000
832,833,7,1829,941,2,613.0,Gd,2003,237000
833,834,6,1516,1516,2,472.0,AA,1964,167000
834,835,6,1144,1144,2,456.0,Av,1961,139950
835,836,4,1067,1067,2,436.0,BA,1950,128000
836,837,5,1559,1559,2,812.0,Av,1948,153500
837,838,5,987,483,1,264.0,AA,1973,100000
838,839,6,1099,1099,1,352.0,Av,1995,144000
839,840,6,1200,768,1,240.0,Av,1946,130500
840,841,7,1482,810,1,400.0,AA,1925,140000
841,842,8,1539,958,2,686.0,Av,1904,157500
842,843,6,1165,1165,2,490.0,AA,1966,174900
843,844,10,1800,1800,0,0.0,Av,1961,141000
844,845,7,1416,876,3,720.0,Av,1915,153900
845,846,6,1701,1701,2,611.0,Av,1975,171000
846,847,7,1775,1006,2,425.0,Gd,1993,213000
847,848,5,864,864,1,338.0,Av,1972,133500
848,849,10,2358,1307,2,360.0,AA,1908,240000
849,850,7,1855,1094,2,512.0,AA,1976,187000
850,851,3,848,848,2,420.0,AA,2003,131500
851,852,7,1456,1456,2,400.0,VG,2003,215000
852,853,7,1646,918,1,240.0,Gd,1941,164000
853,854,7,1445,1445,2,645.0,AA,1964,158000
854,855,6,1779,1779,2,454.0,Av,1955,170000
855,856,6,1040,1040,1,260.0,Av,1962,127000
856,857,5,1026,1026,2,576.0,AA,1978,147000
857,858,6,1481,702,2,343.0,AA,1994,174000
858,859,6,1370,1370,2,479.0,Gd,1976,152000
859,860,9,2654,1512,2,619.0,AA,1968,250000
860,861,7,1426,912,1,216.0,Gd,1918,189950
861,862,6,1039,1039,2,504.0,Av,1965,131500
862,863,6,1097,1097,2,480.0,AA,1984,152000
863,864,6,1148,1148,1,672.0,Av,1959,132500
864,865,6,1372,1372,2,529.0,Gd,2007,250580
865,866,5,1002,1002,2,902.0,Av,1970,148500
866,867,6,1646,1646,3,870.0,VG,2006,248900
867,868,5,1120,1120,2,544.0,BA,1961,129000
868,869,7,2320,1547,2,672.0,Av,1948,169000
869,870,8,1949,1062,2,574.0,Gd,1993,236000
870,871,5,894,894,1,308.0,Av,1962,109500
871,872,7,1682,804,2,523.0,AA,1998,200500
872,873,5,910,910,2,414.0,Av,1953,116000
873,874,6,1268,1036,1,288.0,Av,1949,133000
874,875,5,1131,676,1,200.0,Av,1941,66500
875,876,11,2610,1184,2,550.0,VG,2007,303477
876,877,5,1040,1040,2,648.0,BA,1963,132250
877,878,10,2224,1462,3,738.0,Ex,2004,350000
878,879,6,1155,1155,2,576.0,Av,1961,148000
879,880,6,864,864,1,336.0,Av,1978,136500
880,881,5,1090,1090,2,450.0,Av,2005,157000
881,882,7,1717,1187,2,400.0,Gd,1990,187500
882,883,7,1593,808,2,389.0,AA,1992,178000
883,884,10,2230,954,1,440.0,BA,1912,118500
884,885,5,892,892,1,288.0,Av,1967,100000
885,886,5,1709,1709,2,506.0,Ex,1999,328900
886,887,8,1712,1712,2,588.0,Av,1959,145000
887,888,8,1393,872,1,300.0,Av,1955,135500
888,889,8,2217,2217,2,621.0,VG,1970,268000
889,890,6,1505,1505,2,505.0,AA,1953,149500
890,891,6,924,672,2,576.0,Av,1949,122900
891,892,7,1683,918,2,440.0,AA,1978,172500
892,893,6,1068,1068,1,264.0,AA,1963,154500
893,894,6,1383,1383,1,354.0,Av,1954,165000
894,895,8,1535,1535,2,400.0,Av,1979,118858
895,896,8,1796,983,2,483.0,AA,1963,140000
896,897,6,951,951,1,327.0,BA,1936,106500
897,898,12,2240,1120,2,528.0,Av,1979,142953
898,899,11,2364,2364,3,820.0,Ex,2009,611657
899,900,6,1236,1236,1,288.0,Av,1961,135000
900,901,4,858,858,1,684.0,BA,1971,110000
901,902,5,1306,1306,1,756.0,Av,1957,153000
902,903,8,1509,807,2,393.0,Gd,2003,180000
903,904,7,1670,1670,3,690.0,Gd,2006,240000
904,905,6,902,902,1,288.0,Av,1967,125500
905,906,6,1063,1063,1,280.0,Av,1954,128000
906,907,8,1636,1636,3,865.0,VG,2006,255000
907,908,6,2057,1020,1,180.0,Gd,1936,250000
908,909,5,902,902,2,484.0,Av,1983,131000
909,910,8,1484,742,2,390.0,AA,2005,174000
910,911,12,2274,1105,2,480.0,Av,1960,154300
911,912,5,1268,1268,1,252.0,Av,1977,143500
912,913,6,1015,1015,1,450.0,Av,1925,88000
913,914,8,2002,1001,3,871.0,Av,1949,145000
914,915,4,1224,612,2,528.0,AA,2009,173733
915,916,6,1092,546,1,286.0,BA,1970,75000
916,917,4,480,480,1,308.0,Po,1949,35311
917,918,6,1229,1229,1,284.0,BA,1956,135000
918,919,8,2127,912,3,833.0,Gd,1991,238000
919,920,6,1414,1414,2,601.0,AA,1958,176500
920,921,7,1721,936,2,471.0,AA,1994,201000
921,922,9,2200,1272,0,0.0,Av,1900,145900
922,923,6,1316,1316,2,397.0,AA,2005,169990
923,924,5,1617,1617,2,533.0,AA,1993,193000
924,925,7,1686,1686,2,612.0,AA,1980,207500
925,926,6,1126,1126,2,540.0,Av,1977,175000
926,927,10,2374,1234,3,656.0,VG,2003,285000
927,928,9,1978,1098,2,486.0,Gd,1968,176000
928,929,7,1788,1788,2,522.0,VG,2001,236500
929,930,8,2236,993,2,642.0,Gd,1997,222000
930,931,7,1466,1466,3,610.0,VG,2007,201000
931,932,5,925,925,1,429.0,Av,1965,117500
932,933,8,1905,1905,3,788.0,Ex,2006,320000
933,934,6,1500,1500,2,570.0,Gd,2004,190000
934,935,9,2069,2069,2,505.0,Gd,1960,242000
935,936,5,747,747,2,528.0,BA,1926,79900
936,937,5,1200,1200,2,555.0,Gd,2003,184900
937,938,8,1971,1113,2,689.0,Gd,2005,253000
938,939,7,1962,1391,3,868.0,Gd,2006,239799
939,940,10,2403,1207,1,349.0,Gd,1940,244400
940,941,8,1728,1728,2,574.0,AA,1976,150900
941,942,8,2060,1022,2,390.0,Gd,1999,214000
942,943,8,1440,1440,0,0.0,BA,1977,150000
943,944,8,1632,1632,2,576.0,Av,1967,143000
944,945,7,1344,1344,2,525.0,AA,1958,137500
945,946,7,1869,1188,2,456.0,Av,1890,124900
946,947,6,1144,1144,1,796.0,Av,1959,143000
947,948,9,1629,1629,3,808.0,VG,2002,270000
948,949,7,1776,936,2,474.0,Gd,2002,192500
949,950,5,1381,1381,2,676.0,AA,1972,197500
950,951,5,864,864,2,720.0,Av,1950,129000
951,952,6,965,965,1,300.0,Av,1965,119900
952,953,5,768,768,1,396.0,Av,1972,133900
953,954,7,1968,1168,2,530.0,Av,1969,172000
954,955,4,980,980,0,0.0,AA,1975,127500
955,956,8,1958,979,2,492.0,AA,1946,145000
956,957,5,1229,561,2,462.0,AA,1980,124000
957,958,6,1057,1057,2,576.0,Av,1962,132000
958,959,6,1337,1337,2,531.0,Gd,2003,185000
959,960,6,1416,696,2,484.0,Gd,1999,155000
960,961,4,858,858,0,0.0,Av,1958,116500
961,962,11,2872,1542,2,619.0,AA,1977,272000
962,963,7,1548,804,2,440.0,AA,1976,155000
963,964,7,1800,1800,2,702.0,Ex,2007,239000
964,965,8,1894,824,2,510.0,Gd,2002,214900
965,966,8,1484,783,2,393.0,AA,2005,178900
966,967,7,1308,976,1,256.0,Av,1940,160000
967,968,6,1098,1098,1,260.0,Av,1955,135000
968,969,6,968,600,0,0.0,Fa,1910,37900
969,970,6,1095,1095,1,264.0,AA,1958,140000
970,971,6,1192,720,0,0.0,BA,1949,135000
971,972,6,1626,764,2,474.0,Gd,2003,173000
972,973,5,918,918,1,264.0,AA,1979,99500
973,974,6,1428,1428,2,480.0,Gd,2007,182000
974,975,8,2019,1136,2,532.0,Gd,1910,167500
975,976,6,1382,673,2,490.0,Gd,2000,165000
976,977,4,869,869,0,0.0,BA,1923,85500
977,978,4,1241,1241,2,569.0,Gd,2006,199900
978,979,5,894,894,2,400.0,BA,1954,110000
979,980,5,1121,1121,2,480.0,Av,1963,139000
980,981,6,999,999,2,588.0,Gd,1961,178400
981,982,8,2612,1276,3,676.0,VG,1998,336000
982,983,6,1266,1266,2,388.0,Gd,2007,159895
983,984,9,2290,1149,2,779.0,VG,2002,255900
984,985,8,1734,1302,2,539.0,Av,1977,126000
985,986,5,1164,1164,1,240.0,Av,1950,125000
986,987,5,1635,1001,1,255.0,AA,1910,117000
987,988,8,1940,1940,3,606.0,Ex,2009,395192
988,989,8,2030,1118,2,551.0,AA,1976,195000
989,990,6,1576,778,2,614.0,Gd,2006,197000
990,991,7,2392,1407,3,870.0,VG,1997,348000
991,992,8,1742,916,2,424.0,VG,1882,168000
992,993,7,1851,1020,2,440.0,AA,1964,187000
993,994,6,1500,750,2,564.0,AA,2005,173900
994,995,7,1718,1718,3,786.0,VE,2006,337500
995,996,5,1230,774,1,305.0,BA,1946,121600
996,997,6,1050,1050,1,368.0,Av,1961,136500
997,998,6,1442,1442,2,615.0,AA,1970,185000
998,999,6,1077,1077,1,210.0,Fa,1922,91000
999,1000,6,1208,1208,2,632.0,Gd,2006,206000
1000,1001,4,944,944,2,528.0,Fa,1952,82000
1001,1002,4,691,691,1,216.0,Av,1920,86000
1002,1003,7,1574,1574,3,824.0,VG,2006,232000
1003,1004,8,1680,1680,2,528.0,Av,1976,136905
1004,1005,7,1504,1504,2,457.0,Gd,2005,181000
1005,1006,6,985,985,1,328.0,Av,1977,149900
1006,1007,7,1657,1657,2,484.0,AA,1970,163500
1007,1008,6,1092,546,1,286.0,BA,1970,88000
1008,1009,7,1710,1710,2,550.0,Gd,2004,240000
1009,1010,7,1522,1008,0,0.0,Av,1926,102000
1010,1011,7,1271,720,1,312.0,Av,1948,135000
1011,1012,8,1664,1664,0,0.0,Av,1965,100000
1012,1013,7,1502,900,1,180.0,AA,1923,165000
1013,1014,4,1022,1022,1,280.0,Av,1910,85000
1014,1015,5,1082,1082,1,240.0,AA,1948,119200
1015,1016,6,1665,810,2,528.0,VG,2001,227000
1016,1017,6,1504,1504,2,478.0,Gd,1996,203000
1017,1018,4,1360,1360,2,565.0,VG,1984,187500
1018,1019,7,1472,802,2,402.0,Gd,1991,160000
1019,1020,6,1506,1506,2,440.0,Gd,2005,213490
1020,1021,5,1132,1132,2,451.0,BA,2005,176000
1021,1022,6,1220,1220,2,632.0,Gd,2006,194000
1022,1023,6,1248,912,1,160.0,Av,1930,87000
1023,1024,7,1504,1504,2,437.0,Gd,2005,191000
1024,1025,10,2898,2898,2,665.0,VG,1976,287000
1025,1026,5,882,882,2,461.0,Av,1972,112500
1026,1027,6,1264,1264,2,461.0,Av,1960,167500
1027,1028,7,1646,1646,3,800.0,VG,2007,293077
1028,1029,6,1376,968,1,240.0,Av,1941,105000
1029,1030,7,1218,672,1,264.0,AA,1972,118000
1030,1031,10,1928,948,0,0.0,Av,1916,160000
1031,1032,12,3082,1687,2,672.0,Gd,1920,197000
1032,1033,10,2520,1352,3,796.0,VG,1993,310000
1033,1034,6,1654,1654,3,900.0,Gd,2002,230000
1034,1035,5,954,954,1,240.0,Av,1938,119750
1035,1036,5,845,845,1,290.0,BA,1957,84000
1036,1037,6,1620,1620,3,912.0,Ex,2007,315500
1037,1038,7,2263,1055,2,905.0,VG,2001,287000
